examples.numbers.Printer_1,examples.numbers.Printer_2,examples.numbers.Printer_3,examples.numbers.Printer_4,examples.numbers.Printer_5,examples.numbers.Printer_6,examples.numbers.Printer_7,examples.numbers.Printer_8,examples.numbers.Printer_9,examples.numbers.Printer_10,examples.numbers.Printer_11,examples.numbers.Printer_12,examples.numbers.Printer_13,examples.numbers.Printer_14,examples.numbers.Printer_15,examples.numbers.Printer_16,examples.numbers.Printer_17,examples.numbers.Printer_18,examples.numbers.Printer_19,examples.numbers.Printer_20,examples.numbers.Printer_21,examples.numbers.Printer_22,examples.numbers.Printer_23,examples.numbers.Printer_24,examples.numbers.Adder_1,examples.numbers.Adder_2,examples.numbers.Adder_3,examples.numbers.Adder_4,examples.numbers.Adder_5,examples.numbers.Adder_6,examples.numbers.Adder_7,examples.numbers.Adder_8,examples.numbers.Adder_9,examples.numbers.Adder_10,examples.numbers.Adder_11,examples.numbers.Adder_12,examples.numbers.Adder_13,examples.numbers.Adder_14,examples.numbers.Adder_15,examples.numbers.Adder_16,examples.numbers.Adder_17,examples.numbers.Adder_18,examples.numbers.Adder_19,examples.numbers.Adder_20,examples.numbers.Adder_21,examples.numbers.Adder_22,examples.numbers.Adder_23,examples.numbers.Adder_24,examples.numbers.Numbers_1,examples.numbers.Numbers_2,examples.numbers.Numbers_3,examples.numbers.Numbers_4,examples.numbers.Numbers_5,examples.numbers.Numbers_6,examples.numbers.Numbers_7,examples.numbers.Numbers_8,examples.numbers.Numbers_9,examples.numbers.Numbers_10,examples.numbers.Numbers_11,examples.numbers.Numbers_12,examples.numbers.Numbers_13,examples.numbers.Numbers_14,examples.numbers.Numbers_15,examples.numbers.Numbers_16,examples.numbers.Numbers_17,examples.numbers.Numbers_18,examples.numbers.Numbers_19,examples.numbers.Numbers_20,examples.numbers.Numbers_21,examples.numbers.Numbers_22,examples.numbers.Numbers_23,examples.numbers.Numbers_24,examples.numbers.Incrementer_1,examples.numbers.Incrementer_2,examples.numbers.Incrementer_3,examples.numbers.Incrementer_4,examples.numbers.Incrementer_5,examples.numbers.Incrementer_6,examples.numbers.Incrementer_7,examples.numbers.Incrementer_8,examples.numbers.Incrementer_9,examples.numbers.Incrementer_10,examples.numbers.Incrementer_11,examples.numbers.Incrementer_12,examples.numbers.Incrementer_13,examples.numbers.Incrementer_14,examples.numbers.Incrementer_15,examples.numbers.Incrementer_16,examples.numbers.Incrementer_17,examples.numbers.Incrementer_18,examples.numbers.Incrementer_19,examples.numbers.Incrementer_20,examples.numbers.Incrementer_21,examples.numbers.Incrementer_22,examples.numbers.Incrementer_23,examples.numbers.Incrementer_24,examples.numbers.UniqueNumbers_1,examples.numbers.UniqueNumbers_2,examples.numbers.UniqueNumbers_3,examples.numbers.UniqueNumbers_4,examples.numbers.UniqueNumbers_5,examples.numbers.UniqueNumbers_6,examples.numbers.UniqueNumbers_7,examples.numbers.UniqueNumbers_8,examples.numbers.UniqueNumbers_9,examples.numbers.UniqueNumbers_10,examples.numbers.UniqueNumbers_11,examples.numbers.UniqueNumbers_12,examples.numbers.UniqueNumbers_13,examples.numbers.UniqueNumbers_14,examples.numbers.UniqueNumbers_15,examples.numbers.UniqueNumbers_16,examples.numbers.UniqueNumbers_17,examples.numbers.UniqueNumbers_18,examples.numbers.UniqueNumbers_19,examples.numbers.UniqueNumbers_20,examples.numbers.UniqueNumbers_21,examples.numbers.UniqueNumbers_22,examples.numbers.UniqueNumbers_23,examples.numbers.UniqueNumbers_24,examples.numbers.AdderPrinter_1,examples.numbers.AdderPrinter_2,examples.numbers.AdderPrinter_3,examples.numbers.AdderPrinter_4,examples.numbers.AdderPrinter_5,examples.numbers.AdderPrinter_6,examples.numbers.AdderPrinter_7,examples.numbers.AdderPrinter_8,examples.numbers.AdderPrinter_9,examples.numbers.AdderPrinter_10,examples.numbers.AdderPrinter_11,examples.numbers.AdderPrinter_12,examples.numbers.AdderPrinter_13,examples.numbers.AdderPrinter_14,examples.numbers.AdderPrinter_15,examples.numbers.AdderPrinter_16,examples.numbers.AdderPrinter_17,examples.numbers.AdderPrinter_18,examples.numbers.AdderPrinter_19,examples.numbers.AdderPrinter_20,examples.numbers.AdderPrinter_21,examples.numbers.AdderPrinter_22,examples.numbers.AdderPrinter_23,examples.numbers.AdderPrinter_24,examples.numbers.SequentialNumbers_1,examples.numbers.SequentialNumbers_2,examples.numbers.SequentialNumbers_3,examples.numbers.SequentialNumbers_4,examples.numbers.SequentialNumbers_5,examples.numbers.SequentialNumbers_6,examples.numbers.SequentialNumbers_7,examples.numbers.SequentialNumbers_8,examples.numbers.SequentialNumbers_9,examples.numbers.SequentialNumbers_10,examples.numbers.SequentialNumbers_11,examples.numbers.SequentialNumbers_12,examples.numbers.SequentialNumbers_13,examples.numbers.SequentialNumbers_14,examples.numbers.SequentialNumbers_15,examples.numbers.SequentialNumbers_16,examples.numbers.SequentialNumbers_17,examples.numbers.SequentialNumbers_18,examples.numbers.SequentialNumbers_19,examples.numbers.SequentialNumbers_20,examples.numbers.SequentialNumbers_21,examples.numbers.SequentialNumbers_22,examples.numbers.SequentialNumbers_23,examples.numbers.SequentialNumbers_24,examples.numbers.Number_1,examples.numbers.Number_2,examples.numbers.Number_3,examples.numbers.Number_4,examples.numbers.Number_5,examples.numbers.Number_6,examples.numbers.Number_7,examples.numbers.Number_8,examples.numbers.Number_9,examples.numbers.Number_10,examples.numbers.Number_11,examples.numbers.Number_12,examples.numbers.Number_13,examples.numbers.Number_14,examples.numbers.Number_15,examples.numbers.Number_16,examples.numbers.Number_17,examples.numbers.Number_18,examples.numbers.Number_19,examples.numbers.Number_20,examples.numbers.Number_21,examples.numbers.Number_22,examples.numbers.Number_23,examples.numbers.Number_24,BatteryDropTime
17.0,12.0,20.0,12.0,15.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,17.0,18.0,7.0,9.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,6.0,6.0,11.0,10.0,7.0,9.0,5.0,9.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,62.0,26.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,81.0,149.0
14.0,22.0,23.0,19.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,17.0,17.0,23.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,11.0,9.0,8.0,14.0,14.0,5.0,6.0,5.0,4.0,2.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,59.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,0.0,1.0,4.0,4.0,8.0,9.0,3.0,4.0,3.0,2.0,6.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,42.0,37.0,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,89.0,149.0
22.0,19.0,15.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,18.0,17.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,4.0,6.0,6.0,5.0,9.0,10.0,5.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,35.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,44.0,39.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,62.0,98.0
14.0,8.0,19.0,20.0,16.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,31.0,14.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,4.0,4.0,6.0,7.0,8.0,8.0,7.0,6.0,6.0,5.0,4.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,63.0,32.0,45.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,86.0,148.0
15.0,32.0,28.0,14.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,27.0,24.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,11.0,6.0,8.0,10.0,21.0,8.0,10.0,8.0,7.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,7.0,4.0,0.0,3.0,1.0,4.0,3.0,6.0,4.0,6.0,2.0,4.0,6.0,6.0,8.0,2.0,4.0,4.0,28.0,46.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,94.0,159.0
12.0,19.0,13.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,13.0,17.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,3.0,3.0,6.0,4.0,8.0,4.0,3.0,3.0,5.0,7.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,29.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,1.0,4.0,5.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,25.0,26.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,56.0,99.0
24.0,33.0,19.0,11.0,9.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,19.0,26.0,12.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,29.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,8.0,11.0,14.0,10.0,6.0,6.0,3.0,3.0,14.0,6.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,59.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,8.0,2.0,1.0,1.0,3.0,4.0,6.0,9.0,5.0,7.0,2.0,1.0,3.0,36.0,34.0,35.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,93.0,164.0
22.0,15.0,33.0,18.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,37.0,16.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,39.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,7.0,8.0,10.0,7.0,8.0,6.0,5.0,4.0,7.0,8.0,7.0,5.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,10.0,4.0,5.0,1.0,7.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,45.0,47.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,94.0,155.0
17.0,15.0,19.0,19.0,15.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,12.0,20.0,9.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,13.0,8.0,10.0,10.0,6.0,5.0,9.0,6.0,3.0,7.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,7.0,2.0,11.0,2.0,2.0,40.0,43.0,26.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,88.0,148.0
17.0,21.0,18.0,15.0,17.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,28.0,15.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,35.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,4.0,4.0,12.0,11.0,14.0,10.0,6.0,6.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,4.0,8.0,4.0,4.0,4.0,1.0,2.0,7.0,3.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,39.0,37.0,31.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,85.0,149.0
14.0,15.0,7.0,15.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,10.0,9.0,16.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,4.0,3.0,9.0,12.0,7.0,4.0,2.0,5.0,5.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,1.0,10.0,24.0,22.0,27.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,60.0,99.0
20.0,30.0,40.0,32.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,38.0,36.0,20.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,51.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,9.0,10.0,16.0,12.0,10.0,8.0,8.0,13.0,13.0,5.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,75.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,6.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,3.0,3.0,4.0,7.0,3.0,1.0,1.0,3.0,7.0,2.0,11.0,64.0,53.0,39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,119.0,200.0
25.0,26.0,20.0,18.0,11.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,32.0,24.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,29.0,17.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,9.0,8.0,6.0,14.0,9.0,7.0,4.0,7.0,6.0,2.0,5.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,57.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,1.0,6.0,6.0,9.0,4.0,4.0,6.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,41.0,43.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,95.0,165.0
10.0,15.0,19.0,26.0,13.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,22.0,17.0,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,1.0,9.0,8.0,9.0,13.0,6.0,4.0,5.0,7.0,5.0,4.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,58.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,9.0,6.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,34.0,40.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,90.0,149.0
